TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
2.98888e+06 0.0645009 1318 3981
2.81329e+06 0.0851263 1187 3228
3.45866e+06 0.0865562 1488 4424
3.19485e+06 0.0721266 1393 3962
3.31699e+06 0.0760261 1452 4548
3.02844e+06 0.0730337 1317 4216
2.9737e+06 0.0752276 1321 4836
5.68662e+06 0.0788068 2518 10480
3.9301e+06 0.0801994 1701 5732
3.19524e+06 0.0696494 1382 4225
3.17667e+06 0.0700758 1414 4302
3.44044e+06 0.0802691 1442 3815
3.23028e+06 0.0692236 1423 4102
3.96225e+06 0.0897436 1727 7015
2.77365e+06 0.0727988 1260 4134
3.02394e+06 0.0745635 1325 3377
3.4323e+06 0.0680019 1519 4291
3.95823e+06 0.0771375 1768 6144
2.76616e+06 0.073311 1217 3400
3.50679e+06 0.0811673 1502 5121
3.22927e+06 0.0701837 1432 5001
3.55237e+06 0.0721988 1585 5257
2.83037e+06 0.0764791 1251 4560
3.98016e+06 0.0757098 1720 4258
3.16067e+06 0.0690789 1395 5600
3.17271e+06 0.0764899 1389 4219
4.28631e+06 0.0818554 1883 6759
3.13504e+06 0.084172 1318 3713
3.4588e+06 0.0735832 1492 4501
3.04608e+06 0.0783599 1276 3197
3.43352e+06 0.0733485 1475 4336
3.57432e+06 0.073955 1558 5019
3.23849e+06 0.0771028 1414 4943
2.97248e+06 0.0718022 1314 3808
3.30506e+06 0.0657649 1460 4344
3.16326e+06 0.0827783 1397 4536
3.35137e+06 0.0798911 1419 5027
3.1963e+06 0.0820348 1355 4410
3.87468e+06 0.0747204 1656 5275
3.0804e+06 0.0657712 1337 4746
4.35128e+06 0.0822042 1900 6329
3.58291e+06 0.0871725 1515 4840
2.98305e+06 0.0667634 1353 4129
3.86008e+06 0.0723443 1695 4364
3.3314e+06 0.0747045 1485 5994
3.4716e+06 0.0770264 1459 4063
3.32058e+06 0.076533 1434 5388
3.51189e+06 0.0716568 1518 4684
3.23606e+06 0.0758072 1417 4532
3.43993e+06 0.0822171 1490 4519
3.03739e+06 0.0665127 1311 4227
3.12977e+06 0.0816705 1342 4048
3.41249e+06 0.0748737 1476 4485
3.3273e+06 0.0744973 1426 3711
3.27685e+06 0.0823639 1420 4547
3.65148e+06 0.0770321 1645 6441
3.25831e+06 0.0813954 1411 3788
3.32952e+06 0.0835235 1412 3834
3.35759e+06 0.0742804 1467 4506
3.58042e+06 0.0759031 1550 4690
2.71324e+06 0.0740029 1192 3272
3.12138e+06 0.0691765 1378 5691
3.09679e+06 0.0705937 1353 3820
3.63264e+06 0.0664155 1641 5064
3.72058e+06 0.0791199 1660 7279
4.08712e+06 0.0923077 1763 5639
3.48616e+06 0.0769581 1495 4317
3.1641e+06 0.0873926 1397 5147
3.16045e+06 0.0757291 1387 5120
4.13008e+06 0.0674875 1825 6564
3.32319e+06 0.0736111 1446 4545
3.82911e+06 0.0814419 1616 5607
3.61515e+06 0.0695693 1637 5518
4.2164e+06 0.0788884 1821 5101
3.574e+06 0.0824553 1542 5511
3.40624e+06 0.0735294 1530 5565
3.05557e+06 0.0750347 1311 3657
2.88887e+06 0.0869565 1238 3310
3.51424e+06 0.0634328 1568 5739
3.18587e+06 0.0724706 1406 5362
2.93548e+06 0.0853081 1269 3403
3.40944e+06 0.0732151 1460 5992
2.81974e+06 0.086052 1205 3912
2.89874e+06 0.0726925 1283 4402
3.13389e+06 0.0731253 1362 3554
3.95123e+06 0.0750444 1678 4414
3.07079e+06 0.07924 1313 3194
3.52126e+06 0.0707024 1546 4928
3.04965e+06 0.0709555 1347 3578
3.22492e+06 0.0766744 1389 5515
2.83376e+06 0.0731591 1239 3684
3.15038e+06 0.0702555 1342 4435
3.54095e+06 0.0844424 1526 4942
2.92346e+06 0.0649905 1296 3677
3.03761e+06 0.0718535 1289 3069
3.11626e+06 0.0741265 1373 3721
3.22956e+06 0.0684235 1405 4732
4.73248e+06 0.0863121 2003 6905
3.81802e+06 0.080516 1611 6242
3.89531e+06 0.0697782 1733 7445
3.5124e+06 0.0830292 1503 4560
2.85491e+06 0.0653003 1267 4598
3.49807e+06 0.0800368 1514 4316
4.10707e+06 0.0694836 1871 7273
3.05003e+06 0.079194 1320 5269
2.92379e+06 0.0857809 1238 3524
3.20717e+06 0.0770308 1397 3979
2.91918e+06 0.0764977 1233 5360
3.04899e+06 0.0737435 1331 3676
3.54601e+06 0.0750361 1625 7621
4.24145e+06 0.0804702 1849 5810
3.21971e+06 0.0821653 1454 3914
3.42668e+06 0.0850277 1480 3639
3.47484e+06 0.0783326 1498 5656
3.87926e+06 0.0717571 1714 5789
3.86426e+06 0.0792627 1702 5571
3.05663e+06 0.0865116 1301 3970
3.1736e+06 0.0826753 1364 4260
2.98013e+06 0.0736743 1295 3788
4.0188e+06 0.072 1829 6486
3.83488e+06 0.0751283 1716 6722
3.76669e+06 0.0763824 1688 5444
3.10569e+06 0.0701001 1389 5069
4.22092e+06 0.0813157 1860 5586
3.4472e+06 0.0755064 1496 5255
2.82175e+06 0.0772164 1232 3240
3.16479e+06 0.0817352 1334 4078
4.66991e+06 0.0807155 1980 7713
3.58873e+06 0.0685634 1599 6744
3.34536e+06 0.072457 1465 3869
3.01873e+06 0.0773667 1346 4279
3.28553e+06 0.0646718 1509 5489
3.22093e+06 0.0754889 1364 4333
3.2956e+06 0.0741427 1433 5899
3.51161e+06 0.0817264 1516 5416
3.91306e+06 0.0784044 1717 7149
4.22072e+06 0.069025 1756 5554
3.41419e+06 0.0714949 1499 4196
3.26278e+06 0.0761421 1407 5151
2.95531e+06 0.0803489 1240 4714
3.71504e+06 0.0800183 1612 6906
3.3363e+06 0.0777778 1447 4183
3.25532e+06 0.0724838 1410 3685
3.16947e+06 0.0734201 1376 4370
3.71456e+06 0.0769231 1640 6956
3.23893e+06 0.0812325 1407 4335
2.80619e+06 0.075895 1228 3215
3.38294e+06 0.0702261 1546 6360
3.60596e+06 0.0841248 1533 4800
2.98553e+06 0.0663265 1291 3775
3.17796e+06 0.0825382 1410 4172
3.25712e+06 0.0698795 1485 4826
3.45092e+06 0.0798144 1506 4615
4.01068e+06 0.0730927 1764 5752
3.16859e+06 0.0696056 1379 3916
3.52033e+06 0.0782174 1508 4456
4.04607e+06 0.0683371 1781 6129
3.00776e+06 0.0701507 1319 3672
3.1816e+06 0.0830565 1402 3859
3.67389e+06 0.0765704 1601 5412
3.012e+06 0.0812854 1311 4346
3.41612e+06 0.0773481 1479 4494
3.03186e+06 0.0734032 1346 4817
3.75656e+06 0.0763359 1603 4316
3.35859e+06 0.0815018 1435 4041
4.09358e+06 0.091954 1800 6369
2.73445e+06 0.0693165 1223 4365
3.2204e+06 0.0901487 1377 4168
3.12253e+06 0.0755073 1374 3618
3.2768e+06 0.0811189 1424 4463
3.34759e+06 0.07462 1449 4836
3.78207e+06 0.080418 1633 6913
3.20268e+06 0.0716628 1408 3870
3.46993e+06 0.0779919 1459 4600
3.34321e+06 0.0811946 1460 4350
3.63899e+06 0.0698851 1596 5553
4.17595e+06 0.0750115 1859 6557
3.35856e+06 0.0661313 1508 5759
3.23263e+06 0.0704556 1429 3984
3.04517e+06 0.0729313 1323 3773
2.97651e+06 0.0780075 1289 4176
3.71489e+06 0.073509 1640 4671
3.47315e+06 0.0764243 1519 4753
3.41202e+06 0.0865209 1445 4074
3.06698e+06 0.0685602 1414 4163
2.83542e+06 0.0697674 1215 3131
3.29757e+06 0.0874142 1395 4389
2.84354e+06 0.0806298 1239 3497
3.80857e+06 0.0883783 1585 5070
3.63567e+06 0.080623 1575 4173
3.29003e+06 0.0763889 1426 4918
3.18928e+06 0.0782609 1354 3568
3.26418e+06 0.0721839 1408 4473
2.97189e+06 0.0698219 1295 3433
2.64805e+06 0.0736791 1171 3587
3.28112e+06 0.0774583 1423 3939
3.31644e+06 0.072973 1399 4297
3.23525e+06 0.0705996 1478 5032
3.41863e+06 0.0785582 1485 6112
3.22122e+06 0.0741951 1407 3691
4.21893e+06 0.0775473 1835 5335
3.1701e+06 0.074537 1369 3964
3.64997e+06 0.0814167 1589 5377
3.62001e+06 0.0737595 1532 6261
3.33579e+06 0.0874761 1489 4854
