TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
5.08156e+06 0.0433145 2338 7655
5.03347e+06 0.0537886 2284 7115
6.41518e+06 0.051105 2920 12709
5.51544e+06 0.0418799 2522 7253
5.01715e+06 0.048041 2277 5191
5.48012e+06 0.0411985 2522 7095
4.73386e+06 0.0464782 2204 6412
8.0799e+06 0.0463045 3599 12123
6.22032e+06 0.0462166 2781 8257
4.79516e+06 0.0502768 2139 6113
4.87618e+06 0.045928 2247 5709
6.85453e+06 0.0470852 3049 11833
6.1105e+06 0.04116 2827 7994
7.56209e+06 0.0526557 3456 12583
4.59023e+06 0.0427939 2198 6317
5.33776e+06 0.0448325 2469 8004
5.8054e+06 0.0433163 2664 8619
5.56361e+06 0.0446097 2539 6422
4.71131e+06 0.0416866 2200 5337
5.93608e+06 0.0515276 2659 7528
5.03451e+06 0.0400377 2321 6700
6.41335e+06 0.0464135 2979 9268
4.59447e+06 0.0500241 2137 5773
6.8726e+06 0.0500225 3072 10327
6.19152e+06 0.0394737 2882 10478
5.16991e+06 0.0473956 2368 7756
6.83048e+06 0.0527513 3080 8830
6.38159e+06 0.0507777 2884 9529
6.03992e+06 0.0438757 2723 6766
6.22717e+06 0.0487472 2799 8721
5.92868e+06 0.0482916 2656 7087
5.86469e+06 0.0440974 2653 8107
5.44642e+06 0.0420561 2499 8991
5.39124e+06 0.0423205 2519 6596
5.88669e+06 0.0373134 2713 8687
5.56913e+06 0.0528069 2597 8800
6.37198e+06 0.0458466 2859 6989
5.237e+06 0.048121 2340 6594
6.94656e+06 0.0465324 3085 7630
4.86014e+06 0.0389069 2197 6130
7.5445e+06 0.0514905 3398 8505
6.7262e+06 0.0501355 3009 8719
4.71343e+06 0.0401548 2226 5014
6.0096e+06 0.0421245 2715 8134
5.86612e+06 0.0463357 2734 7709
6.57652e+06 0.0474698 2913 10224
6.02227e+06 0.0474873 2736 8300
5.98965e+06 0.0410771 2697 7788
5.32756e+06 0.0467946 2439 6674
6.06799e+06 0.048037 2763 9986
4.78326e+06 0.0406466 2151 4958
5.13538e+06 0.0491879 2321 6243
5.41872e+06 0.0482315 2433 6822
6.1441e+06 0.0379342 2778 9013
5.30642e+06 0.0525826 2407 7589
6.16521e+06 0.0434783 2883 8526
6.06777e+06 0.0516279 2781 6302
5.83122e+06 0.0456413 2617 6936
6.01874e+06 0.0450325 2757 7100
6.31099e+06 0.046182 2852 7710
4.68387e+06 0.0470927 2185 6459
5.14431e+06 0.0451765 2366 6749
5.41227e+06 0.0425432 2483 5462
5.41854e+06 0.0419218 2507 7449
6.24395e+06 0.0486891 2889 7378
7.08295e+06 0.0561086 3182 10884
6.11873e+06 0.0418944 2752 7444
5.54625e+06 0.0573066 2592 7032
5.08662e+06 0.0531515 2325 7453
7.23437e+06 0.0383037 3288 9743
5.17447e+06 0.0435185 2341 5882
6.90849e+06 0.0453939 3050 10662
5.07239e+06 0.0425935 2348 7569
7.99572e+06 0.0457194 3584 12129
5.52345e+06 0.0499313 2475 8025
5.70331e+06 0.0398482 2669 10817
5.28216e+06 0.0463177 2391 6580
4.66994e+06 0.0538752 2128 6084
5.76472e+06 0.0415112 2650 7458
4.67007e+06 0.048 2128 5567
5.13451e+06 0.0526066 2369 7374
5.61622e+06 0.0472942 2503 9081
4.84289e+06 0.0529551 2217 5778
4.71766e+06 0.0454328 2193 4962
4.64449e+06 0.0489055 2090 5087
7.33329e+06 0.0412966 3243 9731
5.92598e+06 0.0495829 2702 9036
5.49517e+06 0.0462107 2489 7299
5.06217e+06 0.0463576 2337 6656
5.4614e+06 0.0475751 2469 7076
5.05544e+06 0.0432304 2348 7283
6.26217e+06 0.0437956 2824 8715
6.40896e+06 0.0550711 2904 7634
4.86796e+06 0.0403226 2256 5507
