TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
1.30599e+06 0.146411 624 1974
1.35438e+06 0.156601 626 1739
1.41842e+06 0.174703 630 1749
1.48169e+06 0.190014 635 2011
1.42646e+06 0.171153 630 1612
1.34518e+06 0.15433 618 1806
1.37443e+06 0.161017 639 1827
1.41751e+06 0.170851 636 1734
1.37292e+06 0.160364 629 1840
1.33241e+06 0.15616 631 1700
1.52432e+06 0.191417 645 2082
1.4746e+06 0.180272 630 1722
1.46068e+06 0.173244 616 1762
1.40794e+06 0.167474 627 2802
1.34414e+06 0.154812 614 1835
1.28931e+06 0.15123 618 1668
1.47819e+06 0.178064 633 1687
1.46784e+06 0.178018 619 1855
1.30281e+06 0.138655 625 2013
1.33188e+06 0.161871 622 2241
1.52718e+06 0.186835 628 1661
1.23004e+06 0.142751 612 2009
1.35519e+06 0.163075 637 1821
1.31177e+06 0.151278 616 1775
1.30387e+06 0.146685 613 1929
1.41517e+06 0.171864 624 1773
1.43487e+06 0.174548 638 1778
1.26625e+06 0.148609 618 2030
1.42013e+06 0.179126 631 2166
1.43268e+06 0.160107 623 2200
1.36039e+06 0.163958 620 1765
1.41016e+06 0.176721 636 2195
1.34189e+06 0.151748 623 1741
1.28535e+06 0.143674 620 1637
1.40951e+06 0.169316 622 1692
1.39349e+06 0.165403 616 2170
1.36738e+06 0.164557 619 1784
1.30821e+06 0.148571 626 2048
1.37624e+06 0.157676 625 1700
1.43968e+06 0.175122 640 2311
1.60748e+06 0.200922 646 2043
1.40599e+06 0.174004 621 1691
1.46708e+06 0.176949 628 1945
1.37043e+06 0.157054 627 1941
1.4007e+06 0.160055 626 1922
1.35026e+06 0.149213 613 1946
1.37297e+06 0.155664 632 1870
1.50987e+06 0.183853 647 1797
1.34675e+06 0.154661 631 1645
1.38072e+06 0.166782 611 1776
1.35828e+06 0.163923 634 1723
1.35987e+06 0.156315 625 1820
1.31058e+06 0.15472 606 1707
1.39625e+06 0.176051 631 1936
1.48177e+06 0.177139 622 2107
1.3304e+06 0.155429 621 2051
1.41022e+06 0.161507 612 1662
1.42439e+06 0.168269 630 1850
1.44433e+06 0.159546 635 1665
1.28278e+06 0.13887 604 1825
1.52058e+06 0.186031 638 1715
1.54714e+06 0.193182 635 1742
1.41195e+06 0.17036 624 1744
1.26876e+06 0.148014 606 1745
1.37066e+06 0.163394 622 1758
1.39371e+06 0.164934 623 1785
1.36232e+06 0.16453 630 1754
1.44627e+06 0.175787 624 1973
1.37287e+06 0.148749 619 2179
1.3852e+06 0.169916 609 1825
1.47681e+06 0.178912 635 1948
1.36447e+06 0.151578 621 1842
1.3378e+06 0.159514 626 1774
1.42441e+06 0.166667 628 1799
1.34704e+06 0.146021 630 1796
1.36158e+06 0.15299 630 1887
1.35379e+06 0.155944 623 1963
1.41265e+06 0.16609 635 1980
1.32683e+06 0.155587 614 1789
1.46408e+06 0.175427 638 1903
1.43424e+06 0.164642 626 1904
1.39247e+06 0.168895 630 1588
1.51828e+06 0.193878 632 1788
1.29093e+06 0.152838 622 1869
1.50666e+06 0.188806 624 1704
1.3505e+06 0.155319 637 1967
1.42894e+06 0.171271 633 1902
1.40359e+06 0.16948 638 1941
1.52405e+06 0.19086 629 1799
1.32853e+06 0.148847 619 1840
1.35188e+06 0.164168 624 2254
1.16932e+06 0.125 597 1763
1.42241e+06 0.174394 622 1867
1.39104e+06 0.16515 632 2345
1.28846e+06 0.140363 606 1746
1.32391e+06 0.158458 615 1797
1.42093e+06 0.172109 606 1731
1.35442e+06 0.167747 627 1810
1.54861e+06 0.197448 632 1721
1.43841e+06 0.178326 615 1969
1.4586e+06 0.184722 631 1853
1.377e+06 0.173035 636 2398
1.36e+06 0.162562 619 1898
1.35107e+06 0.165718 616 1917
1.40604e+06 0.150301 628 1621
1.44784e+06 0.171662 631 1928
1.35089e+06 0.155448 613 1723
1.50481e+06 0.181213 627 1714
1.2691e+06 0.14858 614 1874
1.5241e+06 0.188514 642 1743
1.46492e+06 0.172948 627 1995
1.426e+06 0.177871 631 1872
1.37904e+06 0.162086 638 1934
1.48298e+06 0.182317 641 1697
1.3167e+06 0.148801 619 1917
1.30678e+06 0.153025 610 2043
1.42301e+06 0.172917 630 1925
1.35869e+06 0.159693 614 1852
1.38507e+06 0.165387 623 1673
1.30209e+06 0.149573 616 1784
1.44549e+06 0.183989 635 1859
1.31728e+06 0.147576 619 1948
1.41821e+06 0.167121 620 1789
1.37132e+06 0.162369 618 1765
1.3506e+06 0.169578 632 1688
1.31655e+06 0.157215 618 1958
1.32561e+06 0.153738 614 1798
1.51294e+06 0.179114 629 1828
1.38578e+06 0.154738 623 1723
1.46552e+06 0.179628 638 1816
1.32675e+06 0.161681 607 1712
1.45733e+06 0.171044 627 1966
1.23667e+06 0.130466 614 2175
1.38789e+06 0.17097 611 1730
1.45005e+06 0.175703 632 1909
1.28003e+06 0.145666 631 2137
1.45313e+06 0.177564 633 2092
1.33477e+06 0.146492 612 2170
1.38401e+06 0.167939 609 1729
1.38476e+06 0.162726 625 1761
1.34487e+06 0.158978 625 1742
1.33419e+06 0.155772 601 1908
1.46945e+06 0.179505 641 1846
1.25544e+06 0.130961 621 2521
1.34003e+06 0.153469 620 1833
1.40744e+06 0.160384 633 1659
1.63394e+06 0.191868 644 1892
1.51298e+06 0.174719 642 2052
1.44308e+06 0.171833 614 2006
1.34615e+06 0.15568 620 1674
1.42077e+06 0.168617 629 1975
1.41858e+06 0.175035 626 1570
1.2834e+06 0.142041 621 1966
1.39011e+06 0.1625 629 2089
1.46029e+06 0.175084 619 1582
1.30625e+06 0.160289 608 1657
1.49575e+06 0.189643 660 1717
1.23862e+06 0.14421 599 1992
1.45861e+06 0.177189 622 2570
1.35329e+06 0.161154 617 1873
1.35273e+06 0.149274 625 1898
1.38986e+06 0.15917 633 2080
1.36203e+06 0.167143 626 1809
1.41605e+06 0.178246 624 2235
1.32162e+06 0.158387 622 1779
1.45361e+06 0.168011 629 2035
