TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
2.23516e+06 0.0100295 1305 3929
2.26016e+06 0.0105572 1311 4395
2.56765e+06 0.00871586 1482 4159
2.76264e+06 0.0103627 1579 4453
2.26275e+06 0.0087007 1301 4228
2.51183e+06 0.00700525 1458 5505
2.41031e+06 0.00932401 1393 4108
2.13457e+06 0.00542169 1278 3573
2.60116e+06 0.0097645 1483 4957
3.11111e+06 0.00788288 1745 5067
2.5856e+06 0.010181 1450 3664
2.44229e+06 0.00864055 1396 3748
2.36054e+06 0.00587199 1379 3851
2.48123e+06 0.00980958 1420 3895
2.93433e+06 0.00616938 1640 6086
2.36889e+06 0.00524476 1374 3972
2.73858e+06 0.00938416 1596 5619
2.74772e+06 0.00920069 1570 5681
1.96948e+06 0.00864731 1204 3881
2.20218e+06 0.00766058 1287 3912
2.31746e+06 0.00995316 1344 3766
2.3726e+06 0.00756694 1371 3625
2.36715e+06 0.00758902 1372 4017
2.37394e+06 0.0102595 1420 5668
3.00054e+06 0.00617284 1678 4616
2.33355e+06 0.00938416 1356 4395
2.69452e+06 0.00929152 1555 5825
2.13912e+06 0.00667071 1288 3654
2.64579e+06 0.00690449 1515 5380
2.53757e+06 0.0091954 1447 4324
2.31663e+06 0.00530973 1360 3820
2.2358e+06 0.00998825 1300 4741
2.78218e+06 0.011534 1592 6623
3.08366e+06 0.00949721 1714 6230
2.51517e+06 0.0087007 1448 4944
2.69241e+06 0.00899382 1503 5740
2.6549e+06 0.00694444 1529 5364
2.53978e+06 0.0131504 1436 4769
2.52859e+06 0.00866551 1450 5178
2.80118e+06 0.00564653 1576 4908
2.25281e+06 0.0077381 1331 4068
2.61609e+06 0.00978699 1495 4504
2.27005e+06 0.00824014 1325 4099
2.25468e+06 0.00768776 1323 3587
2.50274e+06 0.0112559 1469 3800
2.80746e+06 0.00957207 1570 5927
2.3349e+06 0.0110465 1343 4601
2.99562e+06 0.0113443 1688 5669
2.67698e+06 0.0110742 1469 5199
2.06236e+06 0.00524781 1195 3956
3.27054e+06 0.0108324 1856 6435
3.3119e+06 0.0077135 1818 5872
2.22756e+06 0.0117302 1290 3633
2.17768e+06 0.00540865 1301 3703
2.43621e+06 0.00801374 1384 4008
2.58795e+06 0.00594884 1533 5228
2.97004e+06 0.0101237 1660 4766
2.33617e+06 0.00922722 1335 3751
2.79736e+06 0.00906516 1575 5039
2.4996e+06 0.00742433 1418 4538
2.27732e+06 0.0100236 1329 4450
2.72916e+06 0.00627138 1549 5346
2.19017e+06 0.00757576 1266 3824
2.26042e+06 0.00693241 1296 4163
2.58703e+06 0.00927536 1489 4494
2.5534e+06 0.00812536 1472 4229
2.67931e+06 0.00751011 1540 4266
2.56858e+06 0.0119863 1451 3935
2.66789e+06 0.0143184 1511 4485
2.29251e+06 0.00657109 1361 3877
2.56847e+06 0.011925 1444 3991
2.2965e+06 0.00775194 1359 4045
3.42838e+06 0.00993378 1884 5730
2.5698e+06 0.00825959 1507 3828
2.75178e+06 0.00806452 1576 5727
2.3904e+06 0.0100771 1404 4696
1.98659e+06 0.00493218 1218 3533
2.55095e+06 0.00798631 1445 4248
2.27645e+06 0.00650503 1338 5691
2.38113e+06 0.00641774 1381 4627
2.47775e+06 0.011409 1399 3720
2.63968e+06 0.0101675 1568 4535
3.52466e+06 0.0115195 1925 5775
2.62815e+06 0.00642899 1529 6332
2.46757e+06 0.0101493 1461 4613
2.54993e+06 0.00889152 1501 5535
3.11939e+06 0.00727476 1739 5340
2.31566e+06 0.00513699 1315 4090
2.17392e+06 0.00815376 1255 3700
2.9877e+06 0.00893356 1659 4589
2.22332e+06 0.00593824 1312 4326
3.19176e+06 0.00904977 1798 7576
2.97073e+06 0.010274 1686 5674
2.85779e+06 0.00879765 1668 6562
2.81874e+06 0.00577701 1623 5450
2.24918e+06 0.00931315 1296 3928
2.25559e+06 0.0083383 1332 3807
2.84662e+06 0.00868558 1640 4774
2.41336e+06 0.00409836 1408 5365
