TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
181766 0.221429 649 1373
142924 0.180328 643 1399
209769 0.246667 683 1679
201721 0.251701 628 1527
169813 0.182432 605 1899
164191 0.210526 609 1640
192817 0.222973 649 1858
157814 0.176056 584 1505
204937 0.24 666 1722
179525 0.219858 623 1619
214321 0.277778 682 1335
193031 0.243056 620 1259
155132 0.164286 623 1530
186875 0.221429 696 1712
192552 0.213333 661 1372
160804 0.206107 617 1482
194197 0.210526 663 1648
221284 0.246914 638 1558
152668 0.228814 616 1388
187463 0.202614 626 1703
160196 0.178571 615 1258
148759 0.172932 605 1624
178100 0.208333 620 1287
196369 0.217105 657 1320
194022 0.214286 626 1458
118680 0.122951 610 1240
209146 0.248366 634 1449
182693 0.232394 591 1240
192183 0.211921 652 1464
164821 0.195652 614 1483
160483 0.15493 683 1512
149654 0.164286 576 1474
158176 0.181159 608 1353
186002 0.212329 652 1534
176303 0.18543 618 1420
211863 0.216049 681 1515
242461 0.301282 678 1390
186590 0.227586 610 1308
186963 0.226027 608 1851
156374 0.203125 621 1638
208970 0.214286 605 1530
188698 0.214765 633 1577
195010 0.231293 648 1304
165145 0.191176 656 1449
151226 0.171642 622 1465
212917 0.261438 615 1284
206509 0.267606 676 1429
130907 0.134328 574 1329
157065 0.163121 634 1476
205785 0.234177 604 1514
170806 0.205882 654 1290
132731 0.146341 653 1587
208745 0.255034 654 1651
196726 0.255172 593 1955
223636 0.285714 598 1357
163158 0.166667 645 1741
182533 0.210884 616 1318
186361 0.201299 612 1425
178707 0.21831 610 1664
182768 0.226027 571 1308
120482 0.125984 571 1178
193308 0.208861 600 1302
158517 0.179856 606 1841
131827 0.129771 625 1383
182894 0.197368 618 1324
167528 0.183099 642 1445
193257 0.231293 632 2121
178021 0.22695 581 1481
177610 0.204225 653 1477
172792 0.198582 642 1715
179860 0.2 656 1578
192945 0.239437 659 1602
214050 0.237179 685 1438
152557 0.188976 648 1514
239166 0.258824 646 1547
173808 0.193333 578 1567
160840 0.2 652 1374
224529 0.2625 626 1677
131147 0.165289 591 1508
180078 0.206897 632 1371
156401 0.14 631 1897
221787 0.261146 645 1428
196703 0.257353 707 1694
187399 0.219178 638 1701
151869 0.148936 640 1614
183644 0.219178 605 1899
198731 0.22973 675 1709
171059 0.198582 627 1979
178318 0.197279 631 1579
129301 0.163934 567 1215
202387 0.241611 649 1498
160701 0.182482 636 1544
157626 0.195489 604 1856
145891 0.176923 595 1675
158056 0.169118 671 1681
132965 0.15748 575 1515
230645 0.263804 637 1477
225008 0.245509 619 1453
164671 0.208955 608 1345
122421 0.142857 606 2036
130122 0.141732 604 1841
170779 0.2 687 1469
207232 0.226415 636 1898
174111 0.193103 631 1660
190035 0.2 637 1534
177879 0.180645 611 1653
211179 0.229814 633 1326
155658 0.157143 653 1689
224422 0.257862 656 1590
239917 0.291925 625 1354
183559 0.205479 657 1526
197098 0.192771 615 1322
156111 0.158621 605 1507
153885 0.15942 649 1516
174867 0.208633 646 1297
227207 0.259259 638 1613
160239 0.188406 600 1276
207316 0.210526 579 1738
140281 0.175 660 1294
157504 0.176056 581 1258
171825 0.211679 630 1419
202280 0.267606 635 1424
201610 0.228758 646 1820
233203 0.268293 628 1422
196330 0.234899 622 1452
209388 0.248366 636 1495
