TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
2.66138e+06 0.287194 670 1897
2.6771e+06 0.289991 661 1757
2.86676e+06 0.3186 675 1833
2.69476e+06 0.291298 660 1756
2.71798e+06 0.291511 678 1986
2.70361e+06 0.296348 662 1949
2.59579e+06 0.285577 662 2085
3.04328e+06 0.333037 683 1727
2.83394e+06 0.306751 657 1794
2.76826e+06 0.297509 674 1836
2.64356e+06 0.291667 655 2174
2.8942e+06 0.311659 663 1626
2.60518e+06 0.273152 662 2028
2.87115e+06 0.313645 682 2256
2.53279e+06 0.284801 667 1708
2.64136e+06 0.284096 670 1785
2.72909e+06 0.297625 666 1916
2.76085e+06 0.304368 663 1805
2.602e+06 0.286536 663 2167
2.80434e+06 0.297766 676 2208
2.67712e+06 0.291569 669 1766
2.69037e+06 0.291139 670 1731
2.60948e+06 0.290524 663 1770
2.85265e+06 0.306444 661 2195
2.68116e+06 0.290883 669 1812
2.69893e+06 0.294697 667 2060
2.88598e+06 0.314689 675 1705
2.82063e+06 0.305581 670 2043
2.77127e+06 0.295247 666 1954
2.79052e+06 0.295216 673 1942
2.77032e+06 0.294761 661 1956
2.808e+06 0.303629 675 1829
2.71011e+06 0.293925 670 1680
2.64707e+06 0.291488 666 1794
2.6284e+06 0.279384 654 1827
2.71827e+06 0.304948 676 1975
2.83482e+06 0.303677 670 1857
2.78517e+06 0.300642 664 1974
2.89075e+06 0.303803 680 1854
2.66013e+06 0.279759 662 1830
2.937e+06 0.320687 678 2140
2.8749e+06 0.31075 667 1683
2.54853e+06 0.282051 657 1758
2.76123e+06 0.293956 666 1831
2.72832e+06 0.306856 666 1756
2.77314e+06 0.28661 656 2195
2.84381e+06 0.31858 662 1829
2.80485e+06 0.300776 669 1735
2.71338e+06 0.298081 662 2140
2.78472e+06 0.300693 678 1778
2.73302e+06 0.291917 670 1904
2.74027e+06 0.29652 669 1981
2.78243e+06 0.301332 665 1892
2.76412e+06 0.296618 657 1903
2.77327e+06 0.305724 670 1748
2.65932e+06 0.293006 659 1927
2.75694e+06 0.304651 661 1706
2.81745e+06 0.302145 674 1903
2.78493e+06 0.307799 667 1962
2.85423e+06 0.308642 682 1857
2.50083e+06 0.269582 649 2241
2.66801e+06 0.290824 663 2426
2.63823e+06 0.279102 666 2365
2.65557e+06 0.291569 654 1806
2.70746e+06 0.297285 661 1735
2.96241e+06 0.328959 674 1812
2.8497e+06 0.314663 654 1970
2.72431e+06 0.308978 675 2400
2.66555e+06 0.293509 653 1903
2.80797e+06 0.296854 681 1751
2.76467e+06 0.300926 669 1967
2.88153e+06 0.303961 663 1647
2.66028e+06 0.297208 650 1895
2.93121e+06 0.315554 675 2027
2.85337e+06 0.314246 669 1877
2.71168e+06 0.300759 678 1687
2.67994e+06 0.282538 667 1923
2.64454e+06 0.287335 665 2065
2.69392e+06 0.29291 658 1829
2.61466e+06 0.282824 651 1809
2.6978e+06 0.300474 668 1962
2.82652e+06 0.299682 680 1806
2.72991e+06 0.306856 667 1759
2.60674e+06 0.287901 659 1962
2.6765e+06 0.286912 662 1800
2.87399e+06 0.299734 667 1840
2.76378e+06 0.300278 672 1845
2.68814e+06 0.288817 650 1972
2.5968e+06 0.27578 668 2177
2.77915e+06 0.303926 665 1722
2.66663e+06 0.290736 679 2145
2.71632e+06 0.284672 658 2173
2.7877e+06 0.302891 662 1775
2.64992e+06 0.291746 663 1680
2.78458e+06 0.298398 668 1908
2.65537e+06 0.285647 675 1837
2.7112e+06 0.289875 663 1840
3.10259e+06 0.329991 689 1898
2.92785e+06 0.313167 665 2053
2.75569e+06 0.299908 662 1708
2.84589e+06 0.307026 677 1981
2.56721e+06 0.2755 662 1840
2.77679e+06 0.302668 660 2105
2.71326e+06 0.304225 650 1582
2.80375e+06 0.314902 677 1710
2.71011e+06 0.296037 659 2575
2.67941e+06 0.289916 659 1883
2.75424e+06 0.292166 679 1904
2.69401e+06 0.297792 657 2244
2.64117e+06 0.294853 673 1871
2.85809e+06 0.30651 670 1607
2.68548e+06 0.305462 681 1955
2.79495e+06 0.304067 676 2384
2.79109e+06 0.304627 656 1631
2.75473e+06 0.298988 656 1674
2.78108e+06 0.299539 675 1996
2.74546e+06 0.300465 666 2001
2.76493e+06 0.303762 666 2089
2.64962e+06 0.283904 666 2039
2.74734e+06 0.307294 669 2039
2.73652e+06 0.306113 649 1743
2.70153e+06 0.297095 660 2057
2.60273e+06 0.288984 648 2170
2.8757e+06 0.316126 673 2013
2.77417e+06 0.303867 656 1934
2.63041e+06 0.290276 662 1820
2.8158e+06 0.30274 672 1781
3.08173e+06 0.332024 671 1866
2.71522e+06 0.300373 651 2149
2.79044e+06 0.306085 677 1876
2.58868e+06 0.284479 665 1674
2.5881e+06 0.290058 656 2525
2.79328e+06 0.299227 660 1774
2.7158e+06 0.294717 656 2342
2.80073e+06 0.305326 664 1637
2.81319e+06 0.305823 669 1877
3.01226e+06 0.314495 657 1711
2.78864e+06 0.309656 664 2003
2.80725e+06 0.305491 678 1985
2.80122e+06 0.302112 674 1828
2.82378e+06 0.310014 658 1834
2.67982e+06 0.285185 658 1839
2.74475e+06 0.295937 665 1736
2.74625e+06 0.297862 672 2070
2.80915e+06 0.307229 682 1882
2.73834e+06 0.300187 669 2241
2.62464e+06 0.286874 671 1937
2.57445e+06 0.281385 666 1696
2.80217e+06 0.296698 663 1927
2.61227e+06 0.276438 643 1786
2.6012e+06 0.282443 667 2127
2.56869e+06 0.286265 651 1856
2.69923e+06 0.290487 660 1829
2.85828e+06 0.30973 680 1911
2.7796e+06 0.299768 686 1805
2.86373e+06 0.312415 667 2008
2.84361e+06 0.310706 662 1636
2.59882e+06 0.274953 664 2393
2.67887e+06 0.299003 662 2072
2.76745e+06 0.296653 665 1846
2.66255e+06 0.293478 659 1823
