TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
5.04594e+06 0.0451977 2318 8093
5.27451e+06 0.0537886 2403 5783
6.38729e+06 0.0465009 2909 7092
6.25774e+06 0.0400186 2884 9805
5.81427e+06 0.0433769 2672 6928
5.65954e+06 0.0421348 2609 8524
5.39478e+06 0.0474365 2535 9423
8.92869e+06 0.0436331 3994 13545
7.49208e+06 0.0403262 3387 9158
5.7581e+06 0.0465867 2611 11225
5.02963e+06 0.0440341 2326 5802
7.55671e+06 0.0412556 3381 12017
5.39169e+06 0.0416277 2476 7821
7.64329e+06 0.0494506 3496 13498
4.89376e+06 0.0408264 2357 7175
4.96115e+06 0.041529 2287 5757
5.41461e+06 0.0442478 2473 7296
6.15437e+06 0.0511152 2821 8720
5.1447e+06 0.0368951 2422 6310
6.34312e+06 0.0501596 2856 8651
5.47351e+06 0.0390956 2537 6066
6.81534e+06 0.03985 3179 10034
4.67498e+06 0.043771 2187 6284
7.68006e+06 0.0446147 3456 11549
5.1702e+06 0.0474624 2372 5334
5.08091e+06 0.0497419 2321 9779
7.03673e+06 0.0486585 3181 13304
6.33194e+06 0.0516926 2859 9007
7.38198e+06 0.0388483 3366 11791
5.97646e+06 0.0519362 2675 8596
6.69768e+06 0.0455581 3026 9616
6.41218e+06 0.0404226 2919 8655
5.62838e+06 0.0439252 2586 10385
5.15388e+06 0.0413695 2402 6726
5.20879e+06 0.0382463 2384 5628
5.72916e+06 0.0475737 2683 8775
7.29643e+06 0.0481162 3299 11673
6.01656e+06 0.0472044 2716 10312
7.33404e+06 0.042953 3268 10358
5.56645e+06 0.0379805 2539 7715
7.23571e+06 0.0501355 3252 13651
6.87929e+06 0.0492322 3083 10399
4.91481e+06 0.0358007 2333 7065
6.40921e+06 0.0398352 2908 11243
6.06558e+06 0.0425532 2836 9222
6.94278e+06 0.0465741 3086 10229
5.9751e+06 0.0470263 2714 10968
5.82866e+06 0.0438156 2618 7725
5.62618e+06 0.0416472 2591 9238
6.1599e+06 0.0471132 2809 8912
5.16216e+06 0.039261 2335 10275
5.85035e+06 0.0473318 2672 8784
6.12172e+06 0.0463941 2774 10457
5.84064e+06 0.0406764 2631 8080
6.07365e+06 0.0456026 2790 9748
