TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
3.83622e+06 0.0555556 1754 4438
3.99137e+06 0.0617399 1812 4610
5.09612e+06 0.0653775 2322 6608
4.49036e+06 0.0530479 2056 6627
4.41379e+06 0.056903 2020 4918
4.18173e+06 0.05103 1918 6264
3.84533e+06 0.0589363 1789 5582
6.83452e+06 0.0556545 3064 10317
5.33062e+06 0.0557318 2399 8629
4.00502e+06 0.0576568 1796 4813
3.89704e+06 0.0558712 1795 4671
5.97701e+06 0.0533632 2680 11180
4.66119e+06 0.0533209 2151 5744
5.52958e+06 0.0627289 2521 7555
3.55113e+06 0.0511559 1696 5193
4.45342e+06 0.0528551 2069 4788
4.37904e+06 0.0507685 2005 5753
5.25532e+06 0.0562268 2427 6747
3.82841e+06 0.0440824 1795 4643
5.09743e+06 0.0583675 2302 6145
4.22418e+06 0.0471032 1955 5471
5.13245e+06 0.0525082 2391 8711
4.03624e+06 0.0529101 1900 4829
5.50814e+06 0.0576836 2470 7388
4.45994e+06 0.0507519 2064 4822
3.89545e+06 0.0581886 1775 4376
5.32876e+06 0.0618463 2406 5897
4.81723e+06 0.0617566 2172 5481
4.92874e+06 0.0534735 2228 6324
4.54935e+06 0.0583143 2034 4893
5.16181e+06 0.0523918 2333 6959
4.87397e+06 0.0537437 2213 6038
4.47044e+06 0.0556075 2054 4846
4.17322e+06 0.0494532 1948 5401
4.45458e+06 0.0443097 2049 4612
4.38741e+06 0.0613701 2048 5540
4.84442e+06 0.0594644 2168 7342
4.89628e+06 0.0563703 2217 6489
5.69076e+06 0.052349 2538 9338
4.3604e+06 0.0463177 1987 5650
5.7021e+06 0.0627823 2568 7684
4.96971e+06 0.0591689 2217 5028
3.83698e+06 0.0493469 1813 4841
4.75334e+06 0.0544872 2147 5123
4.54709e+06 0.055792 2118 6825
5.75563e+06 0.0564263 2571 11563
4.81469e+06 0.054403 2193 6922
4.6636e+06 0.0511182 2098 6155
4.40529e+06 0.0538138 2026 5374
4.6177e+06 0.0554273 2100 5380
4.03235e+06 0.0457275 1823 4290
4.55096e+06 0.0566125 2077 7958
4.73334e+06 0.052825 2145 6420
4.41284e+06 0.0566728 1976 5179
4.59845e+06 0.0595626 2105 7015
4.85271e+06 0.0557656 2270 5832
4.4151e+06 0.0623256 2011 5301
5.11694e+06 0.057508 2314 5864
4.44639e+06 0.0561746 2027 5989
5.77816e+06 0.0548697 2639 7363
3.81324e+06 0.0595867 1778 5266
4.41039e+06 0.0489412 2044 8045
3.99039e+06 0.0518934 1820 4866
4.55151e+06 0.0508714 2115 5447
5.40104e+06 0.05103 2520 8733
5.67672e+06 0.0628959 2561 10366
5.43147e+06 0.0528233 2461 9368
4.33757e+06 0.0635148 2029 6044
3.84563e+06 0.0672625 1745 5319
5.96396e+06 0.0469676 2721 10269
4.32126e+06 0.0537037 1961 5006
5.72956e+06 0.0542946 2542 9251
5.01306e+06 0.0463796 2357 7038
6.21922e+06 0.054684 2794 6846
4.6923e+06 0.0613834 2114 5943
4.23392e+06 0.0583491 1966 6504
4.08569e+06 0.0588235 1842 5311
3.98024e+06 0.0623819 1827 4612
4.63948e+06 0.0508396 2136 6137
4.34394e+06 0.0536471 2008 4994
4.39413e+06 0.0620853 2042 5715
5.17285e+06 0.056844 2332 8626
4.1216e+06 0.0595745 1902 5035
4.16108e+06 0.0554758 1949 5326
3.89466e+06 0.0591523 1759 4571
5.73707e+06 0.05373 2540 7096
4.3276e+06 0.0634847 1959 6493
4.65348e+06 0.0554529 2119 7086
4.2721e+06 0.0477767 1987 5278
4.99562e+06 0.0581986 2284 7370
3.82777e+06 0.0503563 1772 4879
4.34892e+06 0.0529197 1944 5638
4.83965e+06 0.0614961 2190 5459
3.88114e+06 0.0502846 1796 5017
4.39946e+06 0.0567506 1973 5838
4.12422e+06 0.0576015 1902 5280
4.38773e+06 0.0517799 1992 5741
6.91584e+06 0.0662598 3038 12233
5.66572e+06 0.0524911 2511 7076
4.55528e+06 0.0600739 2068 6122
4.98599e+06 0.0611314 2248 8180
3.8479e+06 0.0524309 1787 4815
4.60511e+06 0.0584177 2083 6190
5.42222e+06 0.0525822 2538 7525
4.62964e+06 0.0552952 2139 5402
4.32498e+06 0.0657343 1969 6077
4.7658e+06 0.0536881 2199 7238
4.25734e+06 0.0571429 1918 5064
4.17141e+06 0.0577736 1914 4628
4.49234e+06 0.0538721 2131 6351
5.18275e+06 0.0583183 2322 8334
4.32274e+06 0.0642823 2048 5164
5.51141e+06 0.0596118 2538 9435
5.20928e+06 0.0549702 2369 8270
5.67941e+06 0.0519779 2608 6433
5.0002e+06 0.0612903 2279 7179
4.64129e+06 0.0609302 2124 5550
4.61297e+06 0.0557362 2110 7202
4.21546e+06 0.0553731 1936 4813
4.4409e+06 0.0536471 2056 6849
4.88451e+06 0.0527298 2256 5863
4.3681e+06 0.0552952 2009 5075
4.1369e+06 0.0591321 1928 5227
6.0284e+06 0.0525354 2758 9168
5.23703e+06 0.0580111 2394 6548
3.92636e+06 0.049571 1829 5266
4.31929e+06 0.0589041 1927 7169
7.67796e+06 0.0549738 3389 9687
4.92262e+06 0.048041 2276 7467
4.75172e+06 0.0552717 2179 5056
4.42454e+06 0.056223 2093 6232
4.13215e+06 0.0492278 1958 5270
4.93252e+06 0.051387 2219 5383
4.37584e+06 0.057924 1987 4933
5.20832e+06 0.0596878 2372 6072
5.18527e+06 0.0573132 2359 8368
6.9673e+06 0.0461605 3021 8728
4.58146e+06 0.0510678 2097 5377
4.90084e+06 0.0549146 2237 6602
4.42111e+06 0.0601469 1987 4569
4.85453e+06 0.0598994 2190 6357
4.68875e+06 0.0513889 2143 6274
4.9663e+06 0.0535549 2270 5983
4.16467e+06 0.0590149 1888 5353
4.95068e+06 0.0607044 2268 7396
4.99297e+06 0.0522876 2311 7043
3.93617e+06 0.0577566 1829 6115
4.19547e+06 0.0490621 1983 5720
6.33112e+06 0.0569878 2874 9789
3.95984e+06 0.0487013 1793 5012
3.91032e+06 0.0610687 1812 4509
4.36629e+06 0.0496386 2074 5823
4.71344e+06 0.0598608 2155 5975
5.74186e+06 0.0511649 2620 6890
4.84015e+06 0.0491879 2223 5494
5.35667e+06 0.058663 2420 9036
5.04953e+06 0.0505695 2280 5848
4.21596e+06 0.0541431 1944 6728
4.02042e+06 0.0602753 1858 4907
5.08518e+06 0.0536451 2311 5877
