TotalCosts RejectionRate MeanWaitingTime MaxWaitingTime 
1.53562e+06 0.217699 657 1986
1.50852e+06 0.212317 638 1746
1.598e+06 0.246368 644 1753
1.60454e+06 0.234312 656 2015
1.53524e+06 0.214617 642 1861
1.53776e+06 0.213076 653 1979
1.56517e+06 0.231352 645 1761
1.47726e+06 0.212048 645 1846
1.58522e+06 0.224584 653 2083
1.66332e+06 0.246622 654 1724
1.57981e+06 0.222851 634 1850
1.56229e+06 0.22235 643 1836
1.48572e+06 0.20963 626 1670
1.57586e+06 0.230237 643 2171
1.62454e+06 0.231632 643 1690
1.47061e+06 0.189977 636 2020
1.56148e+06 0.229912 652 2249
1.55884e+06 0.218516 644 1667
1.45714e+06 0.215565 653 1848
1.48267e+06 0.2033 637 1780
1.52353e+06 0.2137 645 1913
1.54668e+06 0.22468 640 1779
1.55879e+06 0.228255 647 2032
1.47372e+06 0.211829 645 2167
1.61591e+06 0.223345 650 2204
1.5356e+06 0.224633 640 1765
1.54087e+06 0.217189 644 2195
1.43469e+06 0.201941 635 1745
1.55946e+06 0.22267 639 1548
1.56184e+06 0.225862 634 2182
1.4902e+06 0.210619 633 1798
1.53109e+06 0.219154 647 2054
1.58837e+06 0.22895 654 1690
1.70257e+06 0.259777 653 1769
1.53061e+06 0.214037 639 1924
1.59859e+06 0.223159 640 1950
1.55561e+06 0.215856 653 1941
1.52939e+06 0.203545 638 1951
1.55906e+06 0.218949 649 1884
1.62368e+06 0.226426 658 1784
1.49057e+06 0.204167 653 1814
1.57301e+06 0.230858 637 1785
1.51686e+06 0.214244 645 1824
1.47436e+06 0.209344 626 1743
1.53675e+06 0.23045 644 1950
1.61887e+06 0.230856 645 2054
1.5257e+06 0.215116 637 2051
1.62476e+06 0.242201 641 1852
1.62593e+06 0.218162 649 2050
1.46292e+06 0.193586 626 1827
1.63591e+06 0.240023 659 2134
1.68266e+06 0.241873 649 1708
1.5118e+06 0.217009 634 1744
1.4341e+06 0.20613 618 1753
1.56732e+06 0.220378 642 1807
1.52823e+06 0.230815 642 1853
1.6051e+06 0.227222 639 1976
1.53492e+06 0.217416 631 2187
1.63219e+06 0.239093 650 1775
1.56779e+06 0.214734 648 1733
1.52542e+06 0.219929 646 2136
1.61864e+06 0.233181 656 1858
1.47673e+06 0.193473 635 1676
1.5511e+06 0.218949 643 1895
1.55543e+06 0.217391 652 1981
1.52687e+06 0.217063 633 1675
1.56418e+06 0.224726 644 1909
1.58511e+06 0.223744 647 1843
1.61311e+06 0.245132 639 1792
1.4806e+06 0.21147 639 1871
1.59678e+06 0.23339 635 1720
1.51458e+06 0.217054 655 1749
1.6928e+06 0.242826 657 1952
1.52781e+06 0.223599 643 1810
1.56352e+06 0.21947 648 1849
1.49708e+06 0.213397 640 2261
1.35115e+06 0.180025 621 2424
1.60573e+06 0.229321 653 2355
1.45898e+06 0.198108 631 1748
1.51891e+06 0.215869 635 1669
1.58779e+06 0.232173 635 1791
1.50544e+06 0.230861 630 1895
1.7253e+06 0.254526 655 1605
1.56152e+06 0.236704 637 1970
1.54572e+06 0.228657 663 2399
1.53212e+06 0.222288 653 2036
1.63934e+06 0.235031 646 1784
1.54486e+06 0.208333 640 1948
1.50635e+06 0.207921 635 1915
1.63429e+06 0.232831 643 1913
1.50006e+06 0.226247 625 2119
1.63874e+06 0.24095 650 2331
