TotalCosts RejectionRate 
6.08368e+06 0.502675
3.85687e+06 0.458987
3.83548e+06 0.317845
3.77754e+06 0.225918
3.7343e+06 0.147386
3.46514e+06 0.0835377
3.22066e+06 0.0347804
2.66624e+06 0.0140888
2.38254e+06 0.00495678
2.14351e+06 0.00211138
1.97144e+06 0.00121011
1.8133e+06 0.00069669
1.78668e+06 0.000318541
1.74702e+06 0.000263752
1.69602e+06 0.000174088
1.69543e+06 0.000132164
1.66517e+06 7.01983e-05
1.63147e+06 1.3963e-05
1.67549e+06 5.65813e-05
1.62935e+06 4.84636e-05
1.62712e+06 3.5106e-05
1.63548e+06 2.08882e-05
1.58913e+06 2.08904e-05
1.58352e+06 0
1.65244e+06 7.02247e-06
1.6197e+06 0
1.59217e+06 0
1.57779e+06 0
1.60317e+06 6.77048e-06
1.54263e+06 0
1.53733e+06 7.48503e-06
1.55216e+06 0
1.59843e+06 0
1.5521e+06 0
1.56335e+06 0
1.54654e+06 0
1.5115e+06 0
1.56182e+06 6.95894e-06
1.58633e+06 6.91085e-06
1.55588e+06 0
1.55605e+06 0
1.55627e+06 0
1.58095e+06 0
1.56367e+06 0
1.57562e+06 0
1.5539e+06 0
1.55758e+06 0
1.5678e+06 0
1.53633e+06 0
1.54258e+06 0
1.55503e+06 0
1.5537e+06 6.67111e-06
1.5468e+06 0
1.5307e+06 0
1.54761e+06 0
1.5284e+06 0
1.55904e+06 0
1.53375e+06 0
1.54479e+06 0
1.50822e+06 0
1.52075e+06 0
1.51777e+06 0
1.5154e+06 0
1.51452e+06 0
1.59449e+06 0
1.56539e+06 0
1.52902e+06 0
1.5408e+06 0
1.56846e+06 0
1.56338e+06 0
1.51937e+06 0
1.56487e+06 0
1.54982e+06 0
1.51572e+06 0
1.53381e+06 0
1.55477e+06 0
1.54529e+06 0
1.55943e+06 0
1.55261e+06 0
1.54502e+06 0
1.52385e+06 0
1.52707e+06 0
1.50975e+06 0
1.56982e+06 0
1.54799e+06 0
1.53469e+06 0
1.52991e+06 0
1.50393e+06 0
1.60428e+06 0
1.51701e+06 0
1.57461e+06 0
1.5295e+06 0
1.49857e+06 0
1.47844e+06 0
1.51824e+06 0
1.56625e+06 0
1.53992e+06 0
1.49548e+06 0
1.55057e+06 0
1.52969e+06 0
