TotalCosts RejectionRate 
7.38796e+06 0.772654
3.09145e+06 0.972049
3.09744e+06 0.981905
3.10698e+06 0.987868
3.09496e+06 0.990436
3.10833e+06 0.992335
3.10416e+06 0.993672
3.10464e+06 0.994292
3.09646e+06 0.994852
3.10315e+06 0.995459
3.11517e+06 0.995605
3.09384e+06 0.995733
3.10715e+06 0.996272
3.10869e+06 0.996715
3.09951e+06 0.996592
3.10983e+06 0.996881
3.11691e+06 0.996715
3.11327e+06 0.997327
3.09782e+06 0.997087
3.12634e+06 0.997417
3.10272e+06 0.997384
3.12123e+06 0.997611
3.11152e+06 0.997498
3.09874e+06 0.997565
3.10066e+06 0.997521
3.11054e+06 0.997621
3.12626e+06 0.997342
3.09791e+06 0.997767
3.11335e+06 0.997535
3.10502e+06 0.997444
3.11151e+06 0.997578
3.10175e+06 0.997901
3.10308e+06 0.998085
3.11619e+06 0.998159
3.10907e+06 0.99798
3.12758e+06 0.998015
3.10535e+06 0.997929
3.11045e+06 0.997917
3.11028e+06 0.99809
3.10062e+06 0.998173
3.10303e+06 0.998076
3.10151e+06 0.997624
3.11435e+06 0.997827
3.09655e+06 0.997598
3.09955e+06 0.997194
3.10847e+06 0.997394
3.11872e+06 0.996944
3.10418e+06 0.997091
3.10188e+06 0.99724
3.11581e+06 0.997149
3.11153e+06 0.997339
3.10976e+06 0.997109
3.10615e+06 0.996963
3.11515e+06 0.996392
3.10602e+06 0.996181
3.11583e+06 0.99657
3.11142e+06 0.996563
3.11657e+06 0.996711
3.1163e+06 0.996867
3.10861e+06 0.99685
3.11768e+06 0.996557
3.11836e+06 0.997134
3.10911e+06 0.996804
3.10466e+06 0.996425
3.11343e+06 0.996539
3.0865e+06 0.996212
3.10841e+06 0.996748
3.1037e+06 0.996145
3.11131e+06 0.996248
3.10964e+06 0.996715
3.10791e+06 0.997728
3.09956e+06 0.996811
3.1063e+06 0.996008
3.11052e+06 0.996336
3.1116e+06 0.997059
3.09855e+06 0.996391
3.10526e+06 0.996164
3.09585e+06 0.996476
3.10944e+06 0.996383
3.10479e+06 0.995325
3.10767e+06 0.995358
3.10382e+06 0.996501
3.11554e+06 0.995295
3.09972e+06 0.994796
3.11442e+06 0.993313
3.10599e+06 0.994411
3.08593e+06 0.994447
3.10335e+06 0.994267
3.11001e+06 0.993829
3.10563e+06 0.993683
3.0916e+06 0.992735
3.0911e+06 0.994032
3.09891e+06 0.993556
3.10233e+06 0.993171
3.10316e+06 0.993039
3.11126e+06 0.992492
3.09546e+06 0.992722
3.11573e+06 0.992035
3.10217e+06 0.9927
3.09581e+06 0.991732
