TotalCosts RejectionRate 
1.31927e+07 0.717599
5.68605e+06 0.698436
5.65993e+06 0.677509
5.61198e+06 0.633935
5.56348e+06 0.579185
5.45816e+06 0.527545
5.42345e+06 0.49787
5.34238e+06 0.463253
5.29876e+06 0.428155
5.21641e+06 0.401819
5.11706e+06 0.350026
5.00177e+06 0.294768
4.83357e+06 0.241825
4.69865e+06 0.205373
4.60959e+06 0.180854
4.49506e+06 0.164462
4.47882e+06 0.147858
4.25071e+06 0.133599
4.24442e+06 0.124999
4.18152e+06 0.119703
4.05794e+06 0.113693
4.03083e+06 0.10455
4.1725e+06 0.0975132
3.92142e+06 0.101186
3.99619e+06 0.0933714
4.05643e+06 0.0887998
3.92143e+06 0.0896981
3.98055e+06 0.0861318
3.98999e+06 0.0849551
4.0448e+06 0.081588
3.9179e+06 0.0835596
3.8779e+06 0.0819427
3.88529e+06 0.0833452
3.84246e+06 0.0778439
3.74685e+06 0.0807168
3.77974e+06 0.0807156
3.76106e+06 0.0769282
3.88887e+06 0.0772201
3.84241e+06 0.0778761
3.6955e+06 0.0799946
3.83297e+06 0.0743795
3.80646e+06 0.0787047
3.82337e+06 0.0784321
3.86721e+06 0.0718691
3.88483e+06 0.0700675
3.87194e+06 0.0734776
3.74934e+06 0.0790205
3.80046e+06 0.0756366
3.80297e+06 0.0769437
3.77143e+06 0.0764412
3.86359e+06 0.0729616
3.92157e+06 0.0750908
3.76437e+06 0.0759218
3.81374e+06 0.0763405
3.6001e+06 0.0809054
3.74382e+06 0.0779533
3.7247e+06 0.0766194
3.69552e+06 0.0782035
3.66943e+06 0.0788834
3.80138e+06 0.075443
3.80576e+06 0.0762018
3.84143e+06 0.0747294
3.75789e+06 0.0717299
3.714e+06 0.0798409
3.68409e+06 0.0794527
3.74287e+06 0.0780424
3.74508e+06 0.0772667
3.83957e+06 0.0715771
3.69114e+06 0.0776662
3.86323e+06 0.0728056
3.65727e+06 0.0779258
3.92007e+06 0.0710316
3.92172e+06 0.0747777
3.73907e+06 0.0767436
3.88482e+06 0.0748721
3.76652e+06 0.0769885
3.84858e+06 0.0749184
4.04663e+06 0.0722959
4.00978e+06 0.0723908
3.74367e+06 0.0787098
3.75955e+06 0.0749903
3.96832e+06 0.0728255
3.82271e+06 0.077644
3.75364e+06 0.0767694
3.76472e+06 0.0753715
3.73933e+06 0.0781506
3.77628e+06 0.0770703
3.78168e+06 0.0741977
3.89076e+06 0.0739649
3.68107e+06 0.080334
3.70039e+06 0.0774883
3.83789e+06 0.0742753
3.9664e+06 0.0704396
3.7905e+06 0.0751687
3.75744e+06 0.0718292
3.8111e+06 0.0759724
3.57589e+06 0.0820944
3.68604e+06 0.0763615
3.76207e+06 0.0766544
3.75364e+06 0.0804957
