TotalCosts RejectionRate 
6.33025e+06 0.492807
3.87282e+06 0.488785
3.83987e+06 0.383656
3.75474e+06 0.26133
3.61087e+06 0.157049
3.3296e+06 0.0583039
2.86563e+06 0.0219237
2.48983e+06 0.00733435
2.20314e+06 0.00240766
2.08293e+06 0.00125429
1.95102e+06 0.000597143
1.8095e+06 0.000285261
1.76275e+06 0.000152622
1.72547e+06 9.67512e-05
1.68208e+06 4.20432e-05
1.66879e+06 6.32484e-05
1.65831e+06 3.48673e-05
1.61869e+06 6.91085e-06
1.68816e+06 2.13699e-05
1.62171e+06 1.3925e-05
1.63176e+06 7.11744e-06
1.65559e+06 1.40153e-05
1.60296e+06 1.38209e-05
1.57568e+06 0
1.63113e+06 7.02247e-06
1.62387e+06 0
1.59039e+06 0
1.57524e+06 0
1.60223e+06 0
1.55641e+06 0
1.54246e+06 7.48503e-06
1.53749e+06 7.12758e-06
1.58064e+06 0
1.5435e+06 0
1.57094e+06 0
1.56862e+06 0
1.51279e+06 0
1.56985e+06 0
1.5746e+06 0
1.54438e+06 0
1.53562e+06 0
1.54725e+06 0
1.60734e+06 0
1.55443e+06 0
1.56607e+06 0
1.57959e+06 0
1.58268e+06 0
1.61593e+06 0
1.55798e+06 0
1.52615e+06 0
1.54115e+06 0
1.52327e+06 0
1.54478e+06 0
1.52949e+06 0
1.57607e+06 0
1.51855e+06 0
1.56044e+06 0
1.55847e+06 0
1.5788e+06 0
1.50864e+06 0
1.54561e+06 0
1.53215e+06 0
1.51412e+06 0
1.5596e+06 0
1.58415e+06 0
1.55264e+06 0
1.5187e+06 0
1.57318e+06 0
1.54989e+06 0
1.5564e+06 0
1.60855e+06 0
1.55786e+06 0
1.53541e+06 0
1.58983e+06 0
1.52187e+06 0
1.51847e+06 0
1.55288e+06 0
1.53074e+06 0
1.54519e+06 0
1.53523e+06 0
1.52889e+06 0
1.5298e+06 0
1.53104e+06 0
1.57626e+06 0
1.54085e+06 0
1.53535e+06 0
1.52266e+06 0
1.51582e+06 0
1.5618e+06 0
1.54687e+06 0
1.5713e+06 0
1.54007e+06 0
1.50704e+06 0
1.54844e+06 0
1.5134e+06 0
1.56459e+06 0
1.54816e+06 0
1.53497e+06 0
1.57991e+06 0
1.54532e+06 0
