TotalCosts RejectionRate 
7.46773e+06 0.776533
3.04483e+06 0.90934
2.9858e+06 0.792668
2.95462e+06 0.725188
2.87357e+06 0.626227
2.8274e+06 0.547536
2.74894e+06 0.453159
2.63339e+06 0.354351
2.438e+06 0.25443
2.35251e+06 0.195066
2.24022e+06 0.154646
2.16282e+06 0.136224
2.04956e+06 0.120228
2.03495e+06 0.105659
1.9737e+06 0.0975508
1.95206e+06 0.0939037
1.98486e+06 0.099616
1.91366e+06 0.0900317
1.94525e+06 0.083427
1.92362e+06 0.0892193
1.87327e+06 0.0830482
1.9099e+06 0.0828627
1.89024e+06 0.0845702
1.81295e+06 0.0850447
1.82655e+06 0.0799014
1.87962e+06 0.0720412
1.94059e+06 0.0772135
1.81643e+06 0.0768589
1.86527e+06 0.0727692
1.85252e+06 0.0734387
1.81997e+06 0.0712695
1.79701e+06 0.0721743
1.83346e+06 0.0677591
1.83499e+06 0.0720235
1.78449e+06 0.0754286
1.8239e+06 0.076724
1.81892e+06 0.0721381
1.78781e+06 0.0714414
1.8317e+06 0.0702611
1.80303e+06 0.0705942
1.76726e+06 0.0743772
1.7363e+06 0.0786923
1.77247e+06 0.0741933
1.75994e+06 0.0723827
1.79206e+06 0.0741468
1.75173e+06 0.0774315
1.79375e+06 0.0789355
1.80076e+06 0.0704985
1.74546e+06 0.0746214
1.7547e+06 0.0731295
1.78485e+06 0.0742188
1.7686e+06 0.0760439
1.86569e+06 0.066437
1.79036e+06 0.0794842
1.78709e+06 0.0724003
1.76834e+06 0.0718009
1.75753e+06 0.0771694
1.85256e+06 0.0766785
1.77315e+06 0.0725032
1.71509e+06 0.0765633
1.78506e+06 0.0694695
1.74809e+06 0.0740031
1.78466e+06 0.0667513
1.72159e+06 0.0733501
1.71732e+06 0.0772091
1.71601e+06 0.0764885
1.77303e+06 0.0729526
1.78543e+06 0.0668428
1.74825e+06 0.0759948
1.71972e+06 0.0719901
1.71946e+06 0.0789613
1.74265e+06 0.0761044
1.77754e+06 0.0685561
1.82225e+06 0.069877
1.72054e+06 0.075929
1.76038e+06 0.0677815
1.70362e+06 0.0785015
1.69538e+06 0.0743745
1.72742e+06 0.0698471
1.77382e+06 0.0681574
1.71009e+06 0.0754977
1.75654e+06 0.0656522
1.77655e+06 0.0676717
1.70618e+06 0.0699985
1.76585e+06 0.0686083
1.77137e+06 0.0762717
1.7399e+06 0.0739364
1.73222e+06 0.0706092
1.73452e+06 0.0764377
1.75227e+06 0.0698783
1.76612e+06 0.0654329
1.74803e+06 0.0690333
1.72814e+06 0.0720233
1.70896e+06 0.076989
1.75203e+06 0.0713383
1.71839e+06 0.0748828
1.72232e+06 0.0676578
1.77764e+06 0.0658467
1.79005e+06 0.0695122
1.80711e+06 0.0626653
