TotalCosts RejectionRate 
6.06246e+06 0.627194
3.4635e+06 0.610121
3.41887e+06 0.548581
3.25139e+06 0.465553
3.15367e+06 0.385909
2.9401e+06 0.292001
2.77937e+06 0.214551
2.5585e+06 0.137825
2.35453e+06 0.0738774
2.12719e+06 0.0379765
2.0634e+06 0.0198387
1.93131e+06 0.0105302
1.84676e+06 0.00640404
1.80309e+06 0.00545439
1.69646e+06 0.00358333
1.67651e+06 0.00216377
1.64668e+06 0.00145131
1.62946e+06 0.000888499
1.66023e+06 0.000883224
1.58378e+06 0.000517864
1.59699e+06 0.000409595
1.61308e+06 0.000429391
1.56318e+06 0.000418927
1.55331e+06 0.000272851
1.5398e+06 0.000248252
1.56576e+06 0.000257161
1.53023e+06 0.000145804
1.52095e+06 0.000145647
1.55549e+06 0.00013098
1.49439e+06 0.000132113
1.48985e+06 0.000149156
1.48578e+06 0.000138898
1.51642e+06 0.00016731
1.48382e+06 6.91244e-05
1.5089e+06 6.87381e-05
1.5257e+06 0.000103898
1.47153e+06 0.000154627
1.47373e+06 0.000140189
1.49675e+06 0.000138795
1.4785e+06 7.65387e-05
1.44115e+06 0.000154439
1.46433e+06 9.73847e-05
1.50086e+06 0.000118365
1.46972e+06 7.03463e-05
1.49607e+06 6.38889e-05
1.46363e+06 4.13247e-05
1.44075e+06 7.56299e-05
1.4786e+06 3.48999e-05
1.46636e+06 2.07043e-05
1.42658e+06 2.76471e-05
1.46907e+06 5.59668e-05
1.42823e+06 2.0409e-05
1.4492e+06 1.42843e-05
1.4565e+06 3.44518e-05
1.47939e+06 0
1.44049e+06 6.93963e-06
1.50123e+06 2.08761e-05
1.44091e+06 1.36163e-05
1.49836e+06 7.06215e-06
1.39839e+06 6.9735e-06
1.44046e+06 1.42389e-05
1.43434e+06 0
1.41535e+06 1.37812e-05
1.41064e+06 2.07289e-05
1.49487e+06 7.13267e-06
1.44098e+06 7.13776e-06
1.43138e+06 1.38627e-05
1.4578e+06 2.10578e-05
1.49422e+06 0
1.44482e+06 2.07447e-05
1.4114e+06 1.41483e-05
1.42771e+06 1.33959e-05
1.4027e+06 3.51543e-05
1.43653e+06 0
1.43317e+06 6.93481e-06
1.43762e+06 0
1.44961e+06 1.35681e-05
1.48398e+06 0
1.47726e+06 6.64894e-06
1.44409e+06 0
1.41388e+06 7.09723e-06
1.43422e+06 4.94202e-05
1.41442e+06 0
1.44499e+06 1.36356e-05
1.44741e+06 0
1.4416e+06 0
1.42007e+06 6.78426e-06
1.38243e+06 0
1.44365e+06 0
1.41049e+06 1.34401e-05
1.45616e+06 0
1.44473e+06 2.09711e-05
1.40722e+06 6.93963e-06
1.39125e+06 1.39544e-05
1.40316e+06 1.43484e-05
1.4418e+06 2.74195e-05
1.4474e+06 2.07048e-05
1.39401e+06 2.06531e-05
1.43958e+06 7.0922e-06
1.44703e+06 0
