TotalCosts RejectionRate 
6.28671e+06 0.471601
5.10341e+06 0.42022
5.02724e+06 0.27154
4.75155e+06 0.137677
3.91485e+06 0.0303971
2.4892e+06 0.00325647
2.19668e+06 0.000738667
1.9859e+06 0.000374691
1.84278e+06 0.000202803
1.75883e+06 6.25164e-05
1.71894e+06 6.26288e-05
1.63135e+06 2.09281e-05
1.64896e+06 3.47819e-05
1.62427e+06 2.05537e-05
1.62403e+06 1.39378e-05
1.60828e+06 2.11743e-05
1.60064e+06 6.78887e-06
1.58304e+06 0
1.63118e+06 0
1.57362e+06 0
1.59433e+06 0
1.64756e+06 0
1.56195e+06 7.02741e-06
1.56164e+06 0
1.59577e+06 0
1.58606e+06 0
1.58114e+06 0
1.5611e+06 0
1.62651e+06 0
1.55843e+06 0
1.53513e+06 7.48503e-06
1.59803e+06 7.12758e-06
1.58544e+06 0
1.55281e+06 0
1.58276e+06 0
1.5778e+06 0
1.48786e+06 0
1.58453e+06 0
1.60533e+06 0
1.56538e+06 0
1.55535e+06 0
1.54834e+06 0
1.5824e+06 0
1.53557e+06 0
1.58442e+06 0
1.5652e+06 0
1.57999e+06 0
1.5816e+06 0
1.58536e+06 0
1.55447e+06 0
1.56033e+06 0
1.51797e+06 0
1.55147e+06 0
1.5989e+06 0
1.52955e+06 0
1.57824e+06 0
1.60096e+06 0
1.57182e+06 0
1.59879e+06 0
1.56171e+06 0
1.5475e+06 0
1.54108e+06 0
1.53462e+06 0
1.55196e+06 0
1.61076e+06 0
1.5725e+06 0
1.57435e+06 0
1.53931e+06 0
1.57217e+06 0
1.55043e+06 0
1.59551e+06 0
1.58902e+06 0
1.51198e+06 0
1.53578e+06 0
1.53995e+06 0
1.53868e+06 7.15308e-06
1.54188e+06 0
1.59007e+06 0
1.61785e+06 0
1.55523e+06 0
